2013-07-02 21:53:50 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 21:54:24 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 21:54:28 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=8443&konftop=13<br>
2013-07-02 21:57:44 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 21:57:47 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=8443&konftop=13<br>
2013-07-02 21:57:51 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 21:57:54 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=9085&konftop=13<br>
2013-07-02 21:57:59 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=9085&do=close<br>
2013-07-02 21:58:08 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php<br>
2013-07-02 21:58:12 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 21:58:16 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=9085&konftop=13<br>
2013-07-02 21:59:35 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=18<br>
2013-07-02 22:01:41 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php<br>
2013-07-02 22:01:44 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 22:01:47 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=8443&konftop=13<br>
2013-07-02 22:02:12 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 22:02:14 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=8443&konftop=13<br>
2013-07-02 22:02:16 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 22:02:26 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=18<br>
2013-07-02 22:02:30 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=1<br>
2013-07-02 22:03:15 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=16<br>
